movieId,title,Year,genres
2972,Where's Marlowe? (1998),1998,Comedy
2973,"Ape, The (1940)",1940,Horror|Sci-Fi
2974,British Intelligence (1940),1940,Drama
2975,"Commitments, The (1991)",1991,Comedy|Drama|Musical
2976,Holiday Inn (1942),1942,Comedy|Musical
2977,"Longest Day, The (1962)",1962,Action|Drama|War
2978,Poison Ivy (1992),1992,Drama|Thriller
2979,Poison Ivy: New Seduction (1997),1997,Drama|Thriller
2980,Nothing to Lose (a.k.a. Ten Benny) (1996),1996,Drama
2981,Tora! Tora! Tora! (1970),1970,Action|Drama|War
2982,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),1988,Comedy|Drama
2983,"Verdict, The (1982)",1982,Drama|Mystery
2984,"Effect of Gamma Rays on Man-in-the-Moon Marigolds, The (1972)",1972,Drama
2985,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)",1984,Adventure|Comedy|Sci-Fi
2986,Stand and Deliver (1988),1988,Comedy|Drama
2987,Moonstruck (1987),1987,Comedy|Romance
2988,"Sandpiper, The (1965)",1965,Drama|Romance
2989,Jeremiah Johnson (1972),1972,Western
2990,Repulsion (1965),1965,Drama|Horror
2991,Irma la Douce (1963),1963,Comedy
2992,42 Up (1998),1998,Documentary
2993,Liberty Heights (1999),1999,Drama
2994,Mansfield Park (1999),1999,Comedy|Drama|Romance
2995,"Goodbye, 20th Century (1998)",1998,Drama|Sci-Fi
2996,Sleepy Hollow (1999),1999,Fantasy|Horror|Mystery|Romance
2997,"World Is Not Enough, The (1999)",1999,Action|Adventure|Thriller
2998,All About My Mother (Todo sobre mi madre) (1999),1999,Drama
2999,Home Page (1999),1999,Documentary
3000,"Living Dead Girl, The (Morte Vivante, La) (1982)",1982,Horror
3001,Babes in Toyland (1934),1934,Children|Comedy|Fantasy|Musical
3002,Scrooged (1988),1988,Comedy|Fantasy|Romance
3003,Harvey (1950),1950,Comedy|Fantasy
3004,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),1948,Drama
3005,Matewan (1987),1987,Drama
3006,Kagemusha (1980),1980,Drama|War
3007,"47 Samurai (Chûshingura) (Loyal 47 Ronin, The) (1962)",1962,Drama
3008,McCabe & Mrs. Miller (1971),1971,Drama|Western
3009,Maurice (1987),1987,Drama|Romance
3010,"Grapes of Wrath, The (1940)",1940,Drama
3011,My Man Godfrey (1957),1957,Comedy
3012,"Shop Around the Corner, The (1940)",1940,Comedy|Drama|Romance
3013,"Natural, The (1984)",1984,Drama
3014,Shampoo (1975),1975,Comedy|Drama|Romance
3015,"River Runs Through It, A (1992)",1992,Drama
3016,Fatal Attraction (1987),1987,Drama|Thriller
3017,Jagged Edge (1985),1985,Crime|Romance|Thriller
3018,Stanley & Iris (1990),1990,Drama|Romance
3019,Midnight Run (1988),1988,Action|Comedy|Crime|Thriller
3020,Awakenings (1990),1990,Drama|Mystery
3021,Come See the Paradise (1990),1990,Drama|Romance
3022,Backdraft (1991),1991,Action|Drama
3023,"Fisher King, The (1991)",1991,Comedy|Drama|Fantasy|Romance
3024,"River, The (1984)",1984,Drama
3025,Country (1984),1984,Drama
3026,Places in the Heart (1984),1984,Drama
3027,'night Mother (1986),1986,Drama
3028,End of Days (1999),1999,Action|Fantasy|Horror|Mystery|Thriller
3029,Toy Story 2 (1999),1999,Adventure|Animation|Children|Comedy|Fantasy
3030,Flawless (1999),1999,Drama
3031,Miss Julie (1999),1999,Drama
3032,Ride with the Devil (1999),1999,Drama|Romance|War
3033,Tumbleweeds (1999),1999,Drama
3034,Bay of Blood (a.k.a. Twitch of the Death Nerve) (Reazione a catena) (1971),1971,Horror
3035,"Distinguished Gentleman, The (1992)",1992,Comedy
3036,"Hitch-Hiker, The (1953)",1953,Drama|Film-Noir
3037,Santa Fe Trail (1940),1940,Drama|Romance|Western
3038,Lauderdale (a.k.a. Spring Break USA) (a.k.a. Spring Fever USA) (1989),1989,Comedy
3039,Agnes Browne (1999),1999,Comedy|Drama
3040,"End of the Affair, The (1999)",1999,Drama
3041,"End of the Affair, The (1955)",1955,Drama
3042,Holy Smoke (1999),1999,Comedy|Drama
3043,"Map of the World, A (1999)",1999,Drama
3044,Sweet and Lowdown (1999),1999,Comedy|Drama
3045,Bonfire of the Vanities (1990),1990,Comedy|Crime|Drama
3046,Broadway Damage (1997),1997,Comedy
3047,Daddy Long Legs (1919),1919,Comedy|Drama
3048,Go West (1925),1925,Comedy|Western
3049,Grand Illusion (La grande illusion) (1937),1937,Drama|War
3050,"Great Santini, The (1979)",1979,Drama
3051,"James Dean Story, The (1957)",1957,Documentary
3052,"Sea Wolves, The (1980)",1980,Action|War
3053,Stealing Home (1988),1988,Drama
3054,Tarzan the Fearless (1933),1933,Action|Adventure
3055,Three Ages (1923),1923,Comedy
3056,"Two Jakes, The (1990)",1990,Drama
3057,U2: Rattle and Hum (1988),1988,Documentary|Musical
3058,Hell in the Pacific (1968),1968,Drama|War
3059,"Glass Bottom Boat, The (1966)",1966,Comedy|Romance
3060,Cradle Will Rock (1999),1999,Drama
3061,Deuce Bigalow: Male Gigolo (1999),1999,Comedy
3062,"Green Mile, The (1999)",1999,Crime|Drama
3063,"Cider House Rules, The (1999)",1999,Drama
3064,Diamonds (1999),1999,Mystery
3065,"War Zone, The (1999)",1999,Drama|Thriller
3066,"Bat Whispers, The (1930)",1930,Crime|Drama|Mystery
3067,"Last Picture Show, The (1971)",1971,Drama
3068,"7th Voyage of Sinbad, The (1958)",1958,Action|Adventure|Fantasy
3069,Blood on the Sun (1945),1945,Drama|War
3070,Anna and the King (1999),1999,Drama|Romance
3071,Bicentennial Man (1999),1999,Drama|Romance|Sci-Fi
3072,Stuart Little (1999),1999,Children|Comedy|Fantasy
3073,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",1999,Drama
3074,Fantasia 2000 (1999),1999,Animation|Children|Musical|IMAX
3075,Magnolia (1999),1999,Drama
3076,Onegin (1999),1999,Drama|Romance
3077,Simpatico (1999),1999,Comedy|Drama
3078,Topsy-Turvy (1999),1999,Comedy|Drama|Musical
3079,"Alley Cats, The (1966)",1966,Drama
3080,Boiling Point (1993),1993,Action|Drama
3081,Brenda Starr (1989),1989,Adventure
3082,Carnal Knowledge (1971),1971,Comedy|Drama
3083,Easy Rider (1969),1969,Adventure|Drama
3084,The Falcon and the Snowman (1985),1985,Crime|Drama|Thriller
3085,Hi-Yo Silver (1940),1940,Western
3086,Room at the Top (1959),1959,Drama
3087,Ulysses (Ulisse) (1954),1954,Adventure
3088,Any Given Sunday (1999),1999,Drama
3089,Man on the Moon (1999),1999,Comedy|Drama
3090,Galaxy Quest (1999),1999,Adventure|Comedy|Sci-Fi
3091,"Talented Mr. Ripley, The (1999)",1999,Drama|Mystery|Thriller
3092,Next Friday (2000),2000,Comedy
3093,"Hurricane, The (1999)",1999,Drama
3094,Angela's Ashes (1999),1999,Drama
3095,Play it to the Bone (1999),1999,Comedy|Drama
3096,Titus (1999),1999,Drama
3097,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",1999,Documentary
3098,"Third Miracle, The (1999)",1999,Drama
3099,Montana (1998),1998,Action|Comedy|Crime|Drama
3100,Snow Falling on Cedars (1999),1999,Drama
3101,"Girl, Interrupted (1999)",1999,Drama
3102,Trans (1998),1998,Drama
3103,"Life and Times of Hank Greenberg, The (1998)",1998,Documentary
3104,My Dog Skip (1999),1999,Children|Drama
3105,Supernova (2000),2000,Adventure|Sci-Fi|Thriller
3106,"Quarry, The (1998)",1998,Drama
3107,"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)",1998,Drama
3108,Creature (1999),1999,Documentary
3109,"Way We Were, The (1973)",1973,Drama|Romance
3110,Tess of the Storm Country (1922),1922,Drama
3111,Stalag 17 (1953),1953,Drama|War
3112,"Presidio, The (1988)",1988,Action|Crime|Romance|Thriller
3113,Papillon (1973),1973,Crime|Drama
3114,Pal Joey (1957),1957,Comedy|Drama|Musical|Romance
3115,"Last Detail, The (1973)",1973,Comedy|Drama
3116,Five Easy Pieces (1970),1970,Drama
3117,Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971),1971,Drama|Horror
3118,Dead Calm (1989),1989,Thriller
3119,"Boys from Brazil, The (1978)",1978,Action|Mystery|Thriller
3120,Black Sunday (La maschera del demonio) (1960),1960,Horror
3121,Against All Odds (1984),1984,Romance
3122,"Snows of Kilimanjaro, The (1952)",1952,Adventure
3123,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),1993,Action|Comedy
3124,"Loves of Carmen, The (1948)",1948,Drama
3125,Fast Times at Ridgemont High (1982),1982,Comedy|Drama|Romance
3126,"Cry in the Dark, A (1988)",1988,Drama
3127,Born to Win (1971),1971,Drama
3128,Batman: Mask of the Phantasm (1993),1993,Animation|Children
3129,American Flyers (1985),1985,Drama
3130,Voyage of the Damned (1976),1976,Drama
3131,"Vampyros Lesbos (Vampiras, Las) (1971)",1971,Fantasy|Horror|Thriller
3132,"Star Is Born, A (1937)",1937,Drama
3133,Poison (1991),1991,Drama
3134,Pacific Heights (1990),1990,Mystery|Thriller
3135,Night Tide (1961),1961,Drama
3136,"Draughtsman's Contract, The (1982)",1982,Drama
3137,Carmen (1984),1984,Drama
3138,"Zed & Two Noughts, A (1985)",1985,Drama
3139,Woman in the Dunes (Suna no onna) (1964),1964,Drama
3140,Down to You (2000),2000,Comedy|Romance
3141,Hellhounds on My Trail (1999),1999,Documentary
3142,"Not Love, Just Frenzy (Más que amor, frenesí) (1996)",1996,Comedy|Drama|Thriller
3143,Wirey Spindell (2000),2000,Comedy
3144,Another Man's Poison (1952),1952,Crime|Drama
3145,"Odessa File, The (1974)",1974,Thriller
3146,"Saphead, The (1920)",1920,Comedy
3147,Seven Chances (1925),1925,Comedy
3148,Smashing Time (1967),1967,Comedy
3149,Train Ride to Hollywood (1975),1975,Comedy|Fantasy|Musical
3150,Where the Buffalo Roam (1980),1980,Comedy
3151,Zachariah (1971),1971,Comedy|Musical|Western
3152,Kestrel's Eye (Falkens öga) (1998),1998,Documentary
3153,Eye of the Beholder (1999),1999,Thriller
3154,Isn't She Great? (2000),2000,Comedy
3155,"Big Tease, The (1999)",1999,Comedy
3156,"Cup, The (Phörpa) (1999)",1999,Comedy
3157,Santitos (1999),1999,Comedy
3158,Encino Man (1992),1992,Comedy
3159,"Goodbye Girl, The (1977)",1977,Comedy|Romance
3160,I Am Cuba (Soy Cuba/Ya Kuba) (1964),1964,Drama
3161,Malcolm X (1992),1992,Drama
3162,Sister Act (1992),1992,Comedy|Crime
3163,Sister Act 2: Back in the Habit (1993),1993,Comedy
3164,"Hand That Rocks the Cradle, The (1992)",1992,Drama|Thriller
3165,Alive (1993),1993,Drama
3166,Agnes of God (1985),1985,Drama|Mystery
3167,Scent of a Woman (1992),1992,Drama
3168,Wayne's World (1992),1992,Comedy
3169,Wayne's World 2 (1993),1993,Comedy
3170,"League of Their Own, A (1992)",1992,Comedy|Drama
3171,Patriot Games (1992),1992,Action|Crime|Drama|Thriller
3172,"Bodyguard, The (1992)",1992,Drama|Romance|Thriller
3173,Death Becomes Her (1992),1992,Comedy|Fantasy
3174,Far and Away (1992),1992,Adventure|Drama|Romance
3175,Howards End (1992),1992,Drama
3176,Singles (1992),1992,Comedy|Drama|Romance
3177,Twin Peaks: Fire Walk with Me (1992),1992,Crime|Drama|Mystery|Thriller
3178,White Men Can't Jump (1992),1992,Comedy|Drama
3179,Buffy the Vampire Slayer (1992),1992,Action|Comedy|Horror
3180,Hard-Boiled (Lat sau san taam) (1992),1992,Action|Crime|Drama|Thriller
3181,Man Bites Dog (C'est arrivé près de chez vous) (1992),1992,Comedy|Crime|Drama|Thriller
3182,"Mariachi, El (1992)",1992,Action|Crime|Thriller|Western
3183,Stop! Or My Mom Will Shoot (1992),1992,Action|Comedy
3184,Forever Young (1992),1992,Drama|Romance|Sci-Fi
3185,"Cutting Edge, The (1992)",1992,Comedy|Drama|Romance
3186,Of Mice and Men (1992),1992,Drama
3187,Bad Lieutenant (1992),1992,Crime|Drama
3188,Scream 3 (2000),2000,Comedy|Horror|Mystery|Thriller
3189,Single White Female (1992),1992,Drama|Thriller
3190,"Boondock Saints, The (2000)",2000,Action|Crime|Drama|Thriller
3191,Gun Shy (2000),2000,Comedy
3192,Beloved/Friend (a.k.a. Amigo/Amado) (Amic/Amat) (1999),1999,Drama
3193,Gendernauts (1999),1999,Documentary
3194,Knockout (2000),2000,Action|Drama
3195,"Baby, The (1973)",1973,Horror
3196,"Brandon Teena Story, The (1998)",1998,Documentary
3197,Different for Girls (1996),1996,Comedy
3198,Minnie and Moskowitz (1971),1971,Action
3199,They Might Be Giants (1971),1971,Comedy|Mystery|Romance
3200,"Beach, The (2000)",2000,Adventure|Drama
3201,Snow Day (2000),2000,Comedy
3202,"Tigger Movie, The (2000)",2000,Animation|Children
3203,Cotton Mary (1999),1999,Drama
3204,Not One Less (Yi ge dou bu neng shao) (1999),1999,Drama
3205,Soft Toilet Seats (1999),1999,Comedy
3206,Trois (2000),2000,Thriller
3207,"Big Combo, The (1955)",1955,Film-Noir
3208,Conceiving Ada (1997),1997,Drama|Sci-Fi
3209,Eaten Alive (1977),1977,Horror
3210,Raining Stones (1993),1993,Drama
3211,To Sir with Love (1967),1967,Drama
3212,With Byrd at the South Pole (1930),1930,Documentary
3213,Boiler Room (2000),2000,Crime|Drama|Thriller
3214,Hanging Up (2000),2000,Comedy|Drama
3215,Pitch Black (2000),2000,Horror|Sci-Fi|Thriller
3216,"Whole Nine Yards, The (2000)",2000,Comedy|Crime
3217,Beautiful People (1999),1999,Comedy
3218,Black Tar Heroin: The Dark End of the Street (2000),2000,Documentary
3219,Blue Collar (1978),1978,Crime|Drama
3220,Bluebeard (1944),1944,Film-Noir|Horror
3221,"Circus, The (1928)",1928,Comedy
3222,City Lights (1931),1931,Comedy|Drama|Romance
3223,"Flamingo Kid, The (1984)",1984,Comedy|Drama
3224,"Dog's Life, A (1918)",1918,Comedy
3225,"Kid, The (1921)",1921,Comedy|Drama
3226,"Man from Laramie, The (1955)",1955,Western
3227,"McCullochs, The (1975)",1975,Drama
3228,Class Reunion (1982),1982,Comedy
3229,"Big Trees, The (1952)",1952,Action|Drama
3230,Happy Go Lovely (1951),1951,Musical
3231,Reindeer Games (2000),2000,Action|Thriller
3232,Wonder Boys (2000),2000,Comedy|Drama
3233,Deterrence (1999),1999,Drama|Thriller
3234,Judy Berlin (1999),1999,Drama
3235,Mifune's Last Song (Mifunes sidste sang) (1999),1999,Comedy|Drama|Romance
3236,"Waiting Game, The (2000)",2000,Comedy
3237,3 Strikes (2000),2000,Comedy
3238,Chain of Fools (2000),2000,Comedy|Crime
3239,Drowning Mona (2000),2000,Comedy
3240,"Next Best Thing, The (2000)",2000,Comedy|Drama
3241,What Planet Are You From? (2000),2000,Comedy|Sci-Fi
3242,Beyond the Mat (1999),1999,Documentary
3243,Ghost Dog: The Way of the Samurai (1999),1999,Crime|Drama
3244,The Year My Voice Broke (1987),1987,Drama|Romance
3245,Splendor in the Grass (1961),1961,Drama|Romance
3246,My Tutor (1983),1983,Drama
3247,"Legend of Lobo, The (1962)",1962,Adventure|Children
3248,"Killing of Sister George, The (1968)",1968,Drama
3249,Key Largo (1948),1948,Crime|Drama|Film-Noir|Thriller
3250,Jail Bait (1954),1954,Crime|Drama
3251,It Happened Here (1966),1966,Drama|Fantasy|War
3252,I'll Never Forget What's'isname (1967),1967,Comedy|Drama
3253,For All Mankind (1989),1989,Documentary
3254,Cross of Iron (1977),1977,War
3255,Bride of the Monster (1955),1955,Horror|Sci-Fi
3256,Born Yesterday (1950),1950,Comedy
3257,Birdy (1984),1984,Drama|War
3258,And God Created Woman (1988),1988,Comedy|Drama|Romance
3259,Blood Feast (1963),1963,Horror
3260,"Charlie, the Lonesome Cougar (1967)",1967,Adventure|Children
3261,Color Me Blood Red (1965),1965,Horror
3262,Never Cry Wolf (1983),1983,Adventure|Drama
3263,The Night Visitor (1971),1971,Crime|Horror|Thriller
3264,"Perils of Pauline, The (1947)",1947,Comedy
3265,"Raisin in the Sun, A (1961)",1961,Drama
3266,Two Thousand Maniacs! (1964),1964,Horror
3267,Brown's Requiem (1998),1998,Drama
3268,"Closer You Get, The (2000)",2000,Comedy|Romance
3269,Mission to Mars (2000),2000,Sci-Fi
3270,"Ninth Gate, The (1999)",1999,Fantasy|Horror|Mystery|Thriller
3271,Condo Painting (2000),2000,Documentary
3272,East-West (Est-ouest) (1999),1999,Drama|Romance
3273,Defending Your Life (1991),1991,Comedy|Drama|Fantasy|Romance
3274,Breaking Away (1979),1979,Comedy|Drama
3275,Hoosiers (a.k.a. Best Shot) (1986),1986,Drama|Romance
3276,Bull Durham (1988),1988,Comedy|Drama|Romance
3277,Dog Day Afternoon (1975),1975,Crime|Drama
3278,American Graffiti (1973),1973,Comedy|Drama
3279,"Asphalt Jungle, The (1950)",1950,Crime|Film-Noir
3280,"Searchers, The (1956)",1956,Drama|Western
3281,"Devil's Brigade, The (1968)",1968,War
3282,"Big Country, The (1958)",1958,Romance|Western
3283,Any Number Can Win (Mélodie en sous-sol ) (1963),1963,Crime
3284,Betrayed (1988),1988,Drama|Thriller
3285,Bound for Glory (1976),1976,Drama
3286,"Bridge at Remagen, The (1969)",1969,Action|War
3287,Buck and the Preacher (1972),1972,Western
3288,Daughters of the Dust (1991),1991,Drama
3289,Destination Moon (1950),1950,Sci-Fi
3290,"Fantastic Night, The (Nuit fantastique, La) (1942)",1942,Romance
3291,Hangmen Also Die! (1943),1943,Drama|War
3292,"Ogre, The (Unhold, Der) (1996)",1996,Drama
3293,On the Beach (1959),1959,Drama
3294,Railroaded! (1947),1947,Film-Noir
3295,Slaves to the Underground (1997),1997,Comedy|Drama
3296,Song of Freedom (1936),1936,Drama
3297,Big Fella (1937),1937,Drama|Musical
3298,"Taking of Pelham One Two Three, The (1974)",1974,Action|Crime
3299,Volunteers (1985),1985,Comedy
3300,JFK (1991),1991,Drama|Mystery|Thriller
3301,Who's Harry Crumb? (1989),1989,Comedy|Mystery
3302,Harry and the Hendersons (1987),1987,Children|Comedy
3303,Let's Get Harry (1986),1986,Action|Adventure
3304,Shanghai Surprise (1986),1986,Adventure|Crime|Drama|Romance
3305,Who's That Girl? (1987),1987,Comedy
3306,She-Devil (1989),1989,Comedy
3307,Date with an Angel (1987),1987,Comedy|Fantasy|Romance
3308,Blind Date (1987),1987,Comedy|Romance
3309,Nadine (1987),1987,Comedy
3310,"Muppet Movie, The (1979)",1979,Adventure|Children|Comedy|Musical
3311,"Great Muppet Caper, The (1981)",1981,Children|Comedy
3312,"Muppets Take Manhattan, The (1984)",1984,Children|Comedy|Musical
3313,Sesame Street Presents Follow That Bird (1985),1985,Children|Comedy
3314,We're Back! A Dinosaur's Story (1993),1993,Adventure|Animation|Children|Fantasy
3315,Baby... Secret of the Lost Legend (1985),1985,Adventure|Sci-Fi
3316,Turtle Diary (1985),1985,Comedy|Drama|Romance
3317,Raise the Titanic (1980),1980,Drama|Thriller
3318,Titanic (1953),1953,Action|Drama
3319,"Night to Remember, A (1958)",1958,Action|Drama
3320,Captain Horatio Hornblower R.N. (1951),1951,Action|Adventure|Drama|War
3321,"Carriers Are Waiting, The (Convoyeurs attendent, Les) (1999)",1999,Comedy|Drama
3322,Erin Brockovich (2000),2000,Drama
3323,Final Destination (2000),2000,Drama|Thriller
3324,Soft Fruit (1999),1999,Comedy|Drama
3325,Babymother (1998),1998,Drama
3326,"Bear, The (Ours, L') (1988)",1988,Adventure|Children|Drama
3327,Impact (1949),1949,Crime|Drama
3328,Love Is a Many-Splendored Thing (1955),1955,Drama|Romance|War
3329,"Mirror, The (Zerkalo) (1975)",1975,Drama
3330,"Crimson Pirate, The (1952)",1952,Adventure|Comedy
3331,Thelma & Louise (1991),1991,Adventure|Crime|Drama
3332,Something for Everyone (1970),1970,Comedy|Crime
3333,...And Justice for All (1979),1979,Drama|Thriller
3334,Animal House (1978),1978,Comedy
3335,She's Gotta Have It (1986),1986,Comedy|Romance
3336,School Daze (1988),1988,Drama
3337,Do the Right Thing (1989),1989,Drama
3338,Mo' Better Blues (1990),1990,Drama|Musical
3339,Jungle Fever (1991),1991,Drama|Romance
3340,Coogan's Bluff (1968),1968,Crime
3341,"Champ, The (1979)",1979,Drama
3342,Creature Comforts (1989),1989,Animation|Comedy
3343,Death Wish (1974),1974,Action|Crime|Drama
3344,Death Wish 2 (1982),1982,Action|Drama
3345,Death Wish 3 (1985),1985,Action|Drama
3346,Death Wish 4: The Crackdown (1987),1987,Action|Drama
3347,Death Wish 5: The Face of Death (1994),1994,Action|Drama
3348,Double Indemnity (1944),1944,Crime|Drama|Film-Noir
3349,Dying Young (1991),1991,Drama|Romance
3350,Cool as Ice (1991),1991,Drama
3351,Teenage Mutant Ninja Turtles (1990),1990,Action|Children|Comedy|Fantasy|Sci-Fi
3352,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),1991,Action|Children|Fantasy
3353,Teenage Mutant Ninja Turtles III (1993),1993,Action|Adventure|Children|Comedy|Fantasy
3354,Red Dawn (1984),1984,Action|Drama|War
3355,Band of the Hand (1986),1986,Action|Crime|Drama
3356,Born American (1986),1986,Action|Drama|Thriller
3357,Bloodsport (1988),1988,Action
3358,Eyes of Laura Mars (1978),1978,Mystery|Thriller
3359,Funny Bones (1995),1995,Comedy|Drama
3360,"Good Earth, The (1937)",1937,Drama
3361,"Good Morning, Vietnam (1987)",1987,Comedy|Drama|War
3362,"Good Mother, The (1988)",1988,Drama
3363,Grumpy Old Men (1993),1993,Comedy
3364,Guess Who's Coming to Dinner (1967),1967,Drama
3365,Romeo Must Die (2000),2000,Action|Crime|Romance|Thriller
3366,Here on Earth (2000),2000,Drama|Romance
3367,Whatever It Takes (2000),2000,Comedy|Romance
3368,Buddy Boy (1999),1999,Drama|Thriller
3369,"Color of Paradise, The (Rang-e khoda) (1999)",1999,Drama
3370,Waking the Dead (2000),2000,Drama|Thriller
3371,Blood and Sand (Sangre y Arena) (1989),1989,Drama|Romance
3372,Gothic (1986),1986,Drama|Horror
3373,Hillbillys in a Haunted House (1967),1967,Comedy
3374,Lord of the Flies (1963),1963,Adventure|Drama|Thriller
3375,Modern Times (1936),1936,Comedy|Drama|Romance
3376,Last Resort (National Lampoon's Last Resort) (1994),1994,Comedy
3377,Solar Crisis (1990),1990,Sci-Fi|Thriller
3378,That's Life! (1986),1986,Drama
3379,Heart and Souls (1993),1993,Comedy|Fantasy
3380,Hud (1963),1963,Drama|Western
3381,"Hustler, The (1961)",1961,Drama
3382,Inherit the Wind (1960),1960,Drama
3383,Dersu Uzala (1975),1975,Adventure|Drama
3384,Close Encounters of the Third Kind (1977),1977,Adventure|Drama|Sci-Fi
3385,"Horror Hotel (a.k.a. City of the Dead, The) (1960)",1960,Horror|Thriller
3386,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976),1976,Comedy
3387,Retroactive (1997),1997,Sci-Fi|Thriller
3388,"Place in the Sun, A (1951)",1951,Drama|Romance
3389,Jacob's Ladder (1990),1990,Horror|Mystery
3390,Empire Records (1995),1995,Comedy|Drama
3391,"Bamba, La (1987)",1987,Drama
3392,Ladyhawke (1985),1985,Adventure|Fantasy|Romance
3393,Lucas (1986),1986,Drama|Romance
3394,High Fidelity (2000),2000,Comedy|Drama|Romance
3395,"Road to El Dorado, The (2000)",2000,Animation|Children
3396,"Skulls, The (2000)",2000,Thriller
3397,Autopsy (Macchie Solari) (1975),1975,Horror
3398,Devil Girl From Mars (1954),1954,Sci-Fi
3399,El Dorado (1966),1966,Western
3400,"Hideous Sun Demon, The (1959)",1959,Horror|Sci-Fi
3401,Hook (1991),1991,Adventure|Comedy|Fantasy
3402,Horror Express (1972),1972,Horror
3403,My Chauffeur (1986),1986,Comedy
3404,"Son of the Sheik, The (1926)",1926,Adventure|Comedy|Romance
3405,Torso (1973),1973,Horror|Mystery|Thriller
3406,True Grit (1969),1969,Adventure|Drama|Western
3407,Roadside Prophets (1992),1992,Comedy|Drama
3408,Madame Sousatzka (1988),1988,Drama
3409,Max Dugan Returns (1983),1983,Comedy
3410,Midnight Express (1978),1978,Drama
3411,Misery (1990),1990,Drama|Horror|Thriller
3412,Mr. Saturday Night (1992),1992,Comedy|Drama
3413,Murphy's Romance (1985),1985,Comedy|Romance
3414,My Life (1993),1993,Drama
3415,Solaris (Solyaris) (1972),1972,Drama|Mystery|Sci-Fi
3416,Network (1976),1976,Comedy|Drama
3417,No Way Out (1987),1987,Drama|Mystery|Thriller
3418,North Dallas Forty (1979),1979,Comedy|Drama
3419,"Odd Couple, The (1968)",1968,Comedy
3420,"Outlaw Josey Wales, The (1976)",1976,Action|Adventure|Drama|Thriller|Western
3421,Black and White (1999),1999,Drama
3422,Frequency (2000),2000,Drama|Thriller
3423,Ready to Rumble (2000),2000,Comedy
3424,Return to Me (2000),2000,Drama|Romance
3425,Rules of Engagement (2000),2000,Drama|Thriller
3426,Joe Gould's Secret (2000),2000,Drama
3427,Me Myself I (2000),2000,Comedy|Romance
3428,"Bell, Book and Candle (1958)",1958,Comedy|Fantasy|Romance
3429,"Bells, The (1926)",1926,Crime|Drama
3430,"End of Violence, The (1997)",1997,Drama|Thriller
3431,Force 10 from Navarone (1978),1978,Action|Drama|War
3432,How to Stuff a Wild Bikini (1965),1965,Comedy
3433,Mystery Train (1989),1989,Comedy|Drama
3434,Sacco and Vanzetti (Sacco e Vanzetti) (1971),1971,Drama
3435,Taffin (1988),1988,Action|Thriller
3436,Arthur (1981),1981,Comedy|Romance
3437,Bachelor Party (1984),1984,Comedy
3438,Parenthood (1989),1989,Comedy|Drama
3439,Predator (1987),1987,Action|Sci-Fi|Thriller
3440,"Prince of Tides, The (1991)",1991,Drama|Romance
3441,"Postman Always Rings Twice, The (1981)",1981,Crime|Thriller
3442,Smoking/No Smoking (1993),1993,Comedy
3443,All the Vermeers in New York (1990),1990,Comedy|Drama|Romance
3444,"Actor's Revenge, An (Yukinojô henge) (1963)",1963,Drama
3445,28 Days (2000),2000,Drama
3446,American Psycho (2000),2000,Crime|Horror|Mystery|Thriller
3447,Keeping the Faith (2000),2000,Comedy|Drama|Romance
3448,Where the Money Is (2000),2000,Comedy|Drama
3449,East is East (1999),1999,Comedy
3450,"Filth and the Fury, The (2000)",2000,Documentary
3451,Passion of Mind (2000),2000,Drama|Mystery|Romance
3452,Third World Cop (1999),1999,Action
3453,Coming Apart (1969),1969,Drama
3454,Diner (1982),1982,Comedy|Drama
3455,Shakes the Clown (1992),1992,Comedy
3456,Cabaret (1972),1972,Drama|Musical
3457,What Ever Happened to Baby Jane? (1962),1962,Drama|Horror|Thriller
3458,Prick Up Your Ears (1987),1987,Comedy|Drama
3459,Auntie Mame (1958),1958,Comedy|Drama
3460,Guys and Dolls (1955),1955,Comedy|Musical|Romance
3461,The Hunger (1983),1983,Horror
3462,Marathon Man (1976),1976,Crime|Drama|Thriller
3463,Caddyshack (1980),1980,Comedy
3464,Gossip (2000),2000,Drama|Thriller
3465,Love and Basketball (2000),2000,Drama|Romance
3466,U-571 (2000),2000,Action|Thriller|War
3467,"Virgin Suicides, The (1999)",1999,Drama|Romance
3468,Jennifer 8 (1992),1992,Mystery|Thriller
3469,"Law, The (a.k.a. Where the Hot Wind Blows!) (Legge, La) (1958)",1958,Drama
3470,Limelight (1952),1952,Comedy|Drama|Romance
3471,Empire of Passion (a.k.a. In the Realm of Passion) (a.k.a. Phantom Love) (Ai No Borei) (1978),1978,Crime|Drama|Romance
3472,Stacy's Knights (1982),1982,Drama
3473,Committed (2000),2000,Comedy|Drama
